Job Title,Company,Company Rating,Job Snippet,Location,Salary
"Staff Software Engineer, Geo Image Processing",Google,4.3,"
Experience in one or more of the following (e.g., image processing, computer vision, 3D reconstruction, machine learning, and/or camera systems).
","Mountain View, CA+17 locations",Full-time
newData Scientist I,Battelle,3.8,"
Experience applying supervised and unsupervised machine learning techniques against real world problems.
Experience applying machine learning, statistics and/or…
","Chantilly, VA 20151+5 locations",Full-time
Technology Development Program Associate - 2022,Capital One - US,3.9,"
Our reality and vision empower our engineers to use artificial intelligence and machine learning to transform real-time data, software, and algorithms into…
","McLean, VA+123 locations",N/A
Lead Data Engineer,Hitachi Solutions Ltd,3.8,"
Construction of data science and machine learning research and production pipelines.
As their trusted advisor, we support our clients to deliver on their…
","Minneapolis, MN 55431+1 location",N/A
Machine Learning Engineer,Peapod Digital Labs,3.5,"
You will be responsible for assisting our data scientists, date engineers, and dev ops engineers to deploy and scale customer-facing algorithms.
","Quincy, MA 02169+9 locations",N/A
Machine Learning Engineer/Data Scientist - Enterprise Analyt...,UNC Health,3.9,"
Apply software engineering and machine learning skills to build Data Science & ML products to improve that provide automation and improve business and user…
","Morrisville, NC 27560",Full-time
Machine Learning Engineer,Prudential,3.9,"
At least two years' experience as a machine learning engineer.
Develop and support a platform that enables data scientists to rapidly develop, train, and…
","Newark, NJ 07102 (Central Business District area)+2 locations",N/A
Research Engineer - Biomedical Signal Engineer,Eli Lilly,4.1,"
Apply skills in signal processing and machine learning to analyze movement data from IMUs to determine user metrics, including activity type and level.
","Cambridge, MA",Full-time
newPrincipal Software Engineer - Machine Learning,Veeva Systems,3.7,"
Develop highly scalable systems, algorithms, and tools to support machine learning solutions.
Develop, integrate, and optimize end-to-end AI pipelines.
","Pleasanton, CA 94588",N/A
Software Engineering - RIA Engineering,Goldman Sachs,4.0,"
Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber…
","McLean, VA 22102+29 locations",Full-time
Python Engineer,Capgemini,3.8,"
Add Access disposition handling for GDPR/LGPD and future-proof for further regulations/updates from Privacy Legal.
Automate portions of QA and Testing.
","Burbank, CA+1 location",Contract
Machine Learning Engineer/Scientist: Experienced,Jane Street,N/A,"
Help lead the effort to expand and improve Jane Street's ML infrastructure and data pipeline.
Collaborate with teams of researchers and traders in our offices…
","New York, NY",Full-time
newData Engineer (Remote),Turn Technologies,N/A,"
We support employers that need to develop last mile labor quickly and consistently.
Turn is looking for a Data Engineer with 3-5+ years of experience working on…
","Remote in Chicago, IL",Full-time
newAI Frameworks Engineer,Intel,4.1,"
Experience with several machine-learning frameworks.
Experience with modern machine-learning model primitives.
You will need to live in the PST/MST time zones.
","Hillsboro, OR 97124+4 locations",Full-time
State Estimation Engineer (Localization and Mapping),Hayden AI Technologies,N/A,"
Collaborate with other engineers to develop algorithms for in-situ and in-factory multi-sensor calibration.
Derive and implement novel real-time pose estimation…
",Remote in California,N/A
Staff Data Engineer,Johnson & Johnson Family of Companies,4.2,"
Work closely with a team of software engineers, machine learning engineers, R&D researchers, electrical engineers, and product managers.
","Remote in Skillman, NJ+9 locations",N/A
newData Engineer - Digital Services,Siemens,4.0,"
You will collaborate with other development teams and domain experts to ensure the right data is flowing to the right place.
","Switzerland, FL+3 locations",Full-time
NLP Software Engineer,Workhuman,4.2,"
Exposure to ML, NLP, and deep learning methods.
Comfortable working cross-functionally with engineers, product managers, data scientists and other stake holders…
","Framingham, MA 01702",Full-time
"newPrincipal, Data Solutions",CoreLogic,3.3,"
Mentor other Data Solution Analysts , and partner with data scientists, data engineers, and quality engineers on the broader program team to execute on design,…
","San Diego, CA 92131 (Scripps Ranch area)",Full-time
DATA ENGINEER,STAND 8,N/A,"
You will be comfortable working with structured and unstructured datasets and automating data pipelines to ingest, analyze, validate, normalize and clean data…
","Remote in Los Angeles, CA",Contract
"newSenior Engineer, Data Science",The Data Sherpas,N/A,"
Experience in forecasting, numerical optimization, natural language processing, or machine learning techniques.
You are data driven and analytical.
",Remote,N/A
Data Scientist,Insurity,2.9,"
2+ years of professional experience in an analytics role, focusing on statistical modeling or machine learning.
1+ years of hands-on experience with SQL.
",Remote,N/A
"Systems Test Engineer, Early Career",ViaSat,3.7,"
As a member of Viasat’s fast-paced Test Engineering Team, you will work closely with the advanced satellite communications team to engineer system requirements…
","Germantown, MD",N/A
New Graduate Software Engineer,Credit Karma,3.3,"
You will strengthen technical skills through mentorship and guidance from experienced engineers.
Experience working with some of the following: web application…
","Charlotte, NC 28277 (Ballantyne East area)",N/A
"Sr. Data Engineer, Analytics (Remote)",Quizlet,N/A,"
Other perks include: Wellness stipend, pet insurance offerings, annual learning and development stipend, commuter subsidy, and 40 hours of annual paid time off…
","Remote in New York, NY+1 location",Full-time
Machine Learning Application Specialist,MetaSystems,2.6,"
Consulting with other ML Engineers & Specialists to determine and refine machine learning objectives.
Optimizing existing machine learning libraries and…
","Newton, MA 02458 (Nonantum area)",N/A
Staff Machine Learning Engineer - Anti Abuse,Discord,4.3,"
If that sounds exciting to you, read on!   What you'll be doing Design and build machine learning systems to prevent spam, account abuse and other forms of…
","Hybrid remote in San Francisco, CA+6 locations",N/A
Quality Engineer,Dell Technologies,4.0,"
Collaborates well with other engineers and other engineering groups, and voluntarily share information.
Our team defines strategy – not to mention governance –…
",Remote in Texas+1 location,N/A
newUser Researcher 2,Microsoft,4.2,"
We are looking for an experienced User Researcher who’s highly skilled in creating user journeys and working with multiple types of users, including Developers…
","Remote in Redmond, WA+2 locations",Full-time
Camera Experience Application Engineer,Apple,4.2,"
The Camera & Photos team focuses on user-experience by demonstrating computer vision and image processing through machine learning.
","Cupertino, CA+1 location",N/A
AI/NLP Engineer,Cognii,N/A,"
Strong background in statistical modeling, NLP and machine learning.
Design and implement NLP algorithms for educational assessments.
","San Francisco, CA",N/A
Deep Learning Compiler Engineer,Annapurna Labs (U.S.) Inc.,3.5,"
Experience optimizing Tensorflow, PyTorch, or MxNET deep learning models.
AWS Neuron is an SDK that optimizes the performance of complex neural net models…
","Cupertino, CA+15 locations",Full-time
"newProduct Manager, Product Inclusion",Snapchat,3.6,"
Ability to collaborate and build trust with engineers, designers, data science and other cross-functional teammates.
","Los Angeles, CA 90291 (Venice area)+2 locations",Full-time
EDGE Rotational Program Engineer,EnPro Industries,2.9,"
The EDGE program is designed to help engineers gain the following experiences during their developmental assignments.
Exposed to at least two EnPro divisions.
","Milpitas, CA 95035",Full-time
newPrincipal Applied Scientist,Amazon.com Services LLC,3.5,"
Technical leadership in large-scale machine learning and deep learning for recommendation systems.
Build machine learning models, perform proof-of-concept,…
","Sunnyvale, CA+23 locations",Full-time
newQuality Digital Engineer,GSK,4.1,"
Knowledge of application of predictive analytics, machine learning/AI, natural language processing and other similar technologies to provide pattern recognition…
","Zebulon, NC 27597+3 locations",Full-time
